"model","run","conv","nit","gamma","C1","C2","C3","kappa1","kappa2","kappa3","epsilon","sigma_eta","sigma_xi","F_4xCO2"
"CCSM3","r1i1p1f1","TRUE","3572","2.38509214449932","3.9480670285587","19.390390710841","253.425655303573","1.15444549771675","1.92941159997862","0.514015624836502","1.18168576098551","0.53393286581617","0.372698952926974","6.16659150144489"
"CESM104","r1i1p1f1","TRUE","3556","2.47929105744157","3.08704865650235","74.5958466678789","225.089736907089","0.828453943787148","0.945234707785718","0.15072883289119","1.42877337041596","0.573380170155122","0.372116463707617","5.60996366230976"
"CESM2","r1i1p1f1","TRUE","3006","2.72378991220242","5.63992638711447","56.5697404324162","93.825933689397","0.406420376915312","0.915750321607984","0.25531094527517","1.34914083081171","0.691873587526079","0.369914053458213","5.67568740594515"
"CNRMCM61","r1i1p1f1","TRUE","6013","25.7322473578298","6.46719821751522","18.5495003479736","316.957865521546","0.602044255611972","13.763812589451","0.325441864867969","1.21735140677161","1.51321830250469","1.2842497114811","6.790042890129"
"ECHAM5MPIOM","r1i1p1f1","TRUE","3064","2.73432326215498","2.63827653566808","22.3968954838601","147.998428199721","0.566726577359937","1.75838286223072","0.516330101025929","1.19904401160153","0.959151638554049","0.596686674143245","6.71181348397071"
"FAMOUS","r1i1p1f1","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GISSE2R","r1i1p1f1","TRUE","4931","2.01387448720687","6.62062227508676","10.9691221172302","245.232534505277","1.21073631577515","4.72358568323922","0.678038326895433","1.10857852654596","0.352158677870692","0.441197713359661","5.80999369945873"
"HadCM3L","r1i1p1f1","TRUE","2479","1.65715670986848","3.27066516824739","25.9574852634667","191.979013172961","1.03299554639984","1.13080941317599","0.642112508659781","1.38588479393093","0.622999337670802","0.298120701214241","6.87875616013191"
"HadGEM2","r1i1p1f1","TRUE","3603","1.93570125629308","4.11288994301792","14.5654613277863","191.154060300657","0.637960804826539","1.60499961353601","0.390740132522562","1.10363552557713","0.486316352735383","0.392626162258765","6.01122566015429"
"IPSL-CM6A-LR","r1i1p1f1","TRUE","3444","3.13611773525553","2.64430300755478","15.5645780897871","78.7029035128115","0.677603115204954","1.7485844942937","0.387366172631101","1.37569607816864","0.712452681292012","0.412601576666303","6.90851372336695"
"IPSLCM5A","r1i1p1f1","TRUE","2637","1.96584575866011","2.57855452797016","27.0004839235697","240.240259450544","0.680576749487587","1.82388159250848","0.392147316396736","1.2479687315545","0.440491302004523","0.343258496483662","6.12558736973863"
"MPIESM11","r1i1p1f1","TRUE","12781","1.73971917053161","4.65327662883678","188.760911373079","0.47315629184172","1.31998140966208","0.767565847440926","0.72353792573375","204.116865904752","0.451615040677822","0.606034187228384","9.03363371869133"
"MPIESM12","r1i1p1f1","TRUE","4253","2.02370779362712","5.11483379585109","21.3356365535861","145.954076708299","1.23822673781632","1.61026666422853","0.84169084788119","1.40616810466338","0.483383585235162","0.706883757545007","8.37404155929057"
